[ 95 131  68 128  74],0.576
[ 96 128  78 128  81],0.523333333333
[124 124  77 144 142],0.569333333333
[127 131 127 129  20],0.539333333333
[130 129  28  53  33],0.568
[130 134  78 149 142],0.596666666667
[ 80 131 127 128  13],0.578
[110 125  72 138  74],0.571333333333
[ 81  72  77  88 129],0.576
[ 95 130 148 123  29],0.562666666667
[ 79  73 132 131  12],0.614666666667
[ 11  72 109  72  81],0.518
[146  76 136 131  75],0.595333333333
[105  72 133 124 131],0.572
[ 82 125  70 127 104],0.507333333333
[ 94 131 138 127 147],0.564666666667
[ 62 130  36 137 144],0.594
[148 132 130 128  10],0.578
[134 130   1 128 128],0.582
[109 133 140 149  11],0.542666666667
[  4 126 127 136 145],0.557333333333
[108 136 129 120 149],0.562
[ 11  73 109  35 130],0.58
[ 96  90 130 131  12],0.545333333333
[111  51  40  91  26],0.512666666667
[ 94 130 143 125 145],0.566
[ 78 131 131 127  41],0.604666666667
[ 15 133  73  88  10],0.599333333333
[123 131 131  72  38],0.582
[ 78 131 143  88  38],0.581333333333
[127  54 149 142  81],0.558666666667
[ 11 130  32 140 121],0.570666666667
[ 26  87  78 149  81],0.57
[ 96  55 140 128  30],0.552
[62 72 76 35 76],0.536666666667
[ 26  75  52 131  35],0.568666666667
[104  44  77 144 137],0.584666666667
[ 71 131 131  60  36],0.578
[107 132  76  11  31],0.598
[ 17  77 138  90  36],0.56
[ 72  44 131 132 144],0.588
[129  73  68 131  16],0.587333333333
[ 86 132 140  90  35],0.576
[133 133  51 128   6],0.582666666667
[107  77  72 140  17],0.597333333333
[109 130  68  91 142],0.571333333333
[ 32 130 133  36  36],0.577333333333
[130  43 132  13 139],0.606666666667
[ 11 132 138  90 128],0.564666666667
[ 28  55 148 132 142],0.586
[70 56 72 14 38],0.537333333333
[ 78 131 136 139 144],0.588
[ 11 120 149 144  82],0.543333333333
[137 130  72 147  75],0.602666666667
[ 13 120 138  90 128],0.549333333333
[ 28 132 140 125  26],0.555333333333
[109 130  77 146  29],0.582
[ 95 130  63 123  12],0.568
[ 15  55  77 142  86],0.578
[134 130  37 134   6],0.584
[ 14 124 135 138 146],0.573333333333
[ 60 132  28 131  77],0.615333333333
[129  72 138  67 137],0.558
[ 30 135 138 139 143],0.561333333333
[ 80 125 138 128 130],0.581333333333
[ 82 129 143 128 143],0.548
[ 15 124  51 128 142],0.548
[ 62 126  77 136  38],0.570666666667
[ 96 133  76 129 131],0.578666666667
[120 124 134 127  31],0.556666666667
[109  32 132 138  39],0.578666666667
[130 130 135 138   6],0.568666666667
[147 135   1  86 126],0.568
[143 132  34  35  75],0.594666666667
[143 135  34 127 121],0.572
[ 73 134 109  35 126],0.576
[130 131  28  53  78],0.61
[132 134  76 131  33],0.599333333333
[ 71 130 104  86  33],0.592666666667
[ 82  40 135 141   6],0.556666666667
[104  76  73 138  39],0.569333333333
[148 142 135  84 128],0.568
[ 82 124 135  58  14],0.574
[145 131  64 127 142],0.58
[ 94  55 132  86 142],0.581333333333
[ 78  53 135 129  34],0.589333333333
[147 132   1 140  75],0.615333333333
[ 69  51  28  86 140],0.531333333333
[123  53 127 145  36],0.592
[113  90 145  92  19],0.574666666667
[134  55  77 142  90],0.577333333333
[147 130 132 134   6],0.571333333333
[147  53 132 121  13],0.576
[141  55 140  86 142],0.554
[149  55  75 141  81],0.572
[111  70 135 127 143],0.564
[ 86  55 135 122  35],0.596
[ 94  20 132  24 149],0.542
[122 128 127 127  33],0.512666666667
[ 78 130 131 139  38],0.605333333333
[ 15 129  34 133 132],0.554
[ 77 124  77 121 139],0.569333333333
[ 97 130 127 127  33],0.573333333333
[122  40 135  60  36],0.599333333333
[ 61  86 140 137  46],0.548
[143  32  78 138  17],0.56
[127 132  40 142   3],0.587333333333
[ 60 131 129 131  10],0.576666666667
[ 32 132  35  57  10],0.596666666667
[ 11 131 140  91  15],0.546
[ 60 131 134  74 142],0.586
[  7 131  48  74 131],0.582
[ 60  75 140 134  31],0.566666666667
[ 78 131 139  14  48],0.599333333333
[133  90  72 132  19],0.588
[149  70 149 129 129],0.549333333333
[ 73  53 138 120 132],0.576
[ 99  49  36 133  81],0.584
[120 125  72  58 132],0.58
[ 73 133  76 129  36],0.598666666667
[123  57 143  72  38],0.552
[  9 131  62 128 127],0.566
[120  51 149 134  34],0.583333333333
[137 120 116 144  75],0.591333333333
[132 127 127 125 131],0.529333333333
[ 83 130 115 134 127],0.569333333333
[138  73  69  91 121],0.54
[ 71  55 135  86  38],0.59
[ 82 125  32 127 128],0.511333333333
[104  76 138 141 104],0.557333333333
[94 73 78 35 29],0.535333333333
[ 30 130  76 130 124],0.582
[ 30 134 143 126  35],0.558666666667
[129  45  78  90   6],0.544666666667
[ 83 120  77 121  34],0.526666666667
[ 11 138 138 128  10],0.521333333333
[149 142 130 145  33],0.592
[ 79 130  72 124 124],0.602
[124  17  33  20  32],0.516666666667
[146 130  65 128  42],0.570666666667
[127 131  76 143 132],0.584
[120 133 148 129  20],0.572666666667
[ 81 131 136  85  24],0.576
[149 132 135 127  77],0.596
[145 130 118 135 119],0.557333333333
[117 130  27 134 104],0.569333333333
[116 129 131 142  10],0.57
[ 15 132 137 147  77],0.581333333333
[ 78 121 132 147  10],0.566666666667
[147  55  79  86 142],0.567333333333
[ 78 125 115  71 140],0.570666666667
[149  17  70  60 144],0.566666666667
[111  72  78 121  29],0.534
[149  51 130 147 145],0.606666666667
[ 82  69  72 125  34],0.508
[ 15  54 135 142 142],0.564666666667
[ 94  20 140 133  35],0.546666666667
[ 60 146 132 122  14],0.563333333333
[131 130  75 127 132],0.596
[62 30 77 90 11],0.524666666667
[133  69  72 133  45],0.600666666667
[146  44  74 144  18],0.558
[ 15  54  77  86 107],0.528666666667
[145 131  72 142 132],0.572
[ 12  79  29 121  12],0.532666666667
[ 27 132 135 138 125],0.562666666667
[146 138 140 128  81],0.56
[ 26  87  78 137 130],0.577333333333
[108 131 107 134  82],0.560666666667
[149  49  76  67 142],0.578
[123  72  70  72  14],0.509333333333
[140 129 143  90  38],0.561333333333
[130  72  71 149 144],0.578
[ 86 126 136 122 143],0.542
[130 130 115 134 132],0.556
[ 83 122  28 123 145],0.558
[143  77 140  60 144],0.586
[ 81  16 135 142 129],0.569333333333
[133 143 133 133  45],0.600666666667
[144  69  74 145  34],0.583333333333
[ 67 130 140 138 130],0.583333333333
[145  44  69 134 128],0.564
[130  75  75 127 130],0.608666666667
[ 94 130 143 128  35],0.578
[135 136 130 128 143],0.567333333333
[101  70  35 127  31],0.521333333333
[113 131  74 131 132],0.588
[149  72 138 125 119],0.573333333333
[147  27  69 134  16],0.550666666667
[148 130 132 139  88],0.561333333333
[127 131 140  14  48],0.575333333333
[ 78 140 141  86 119],0.558666666667
[148  53 145  94  36],0.576
[113 136 143 121 130],0.542
[ 32 131  78   9 132],0.61
[137  67 149 120  30],0.565333333333
[ 78  69  36 125  32],0.512666666667
[ 15 132 137 120  34],0.590666666667
[ 96  90  36  35 130],0.556666666667
[ 28  55 130 121 129],0.586
[117 131 118 135 119],0.548
[ 78 130  72 121  35],0.584
[  0  17 135  86   6],0.583333333333
[127   8 136 142 144],0.552666666667
[ 32 121 139 121  34],0.56
[ 16  52  79 149  81],0.575333333333
[ 70 136  42  46  29],0.586
[ 67 129  28  86 132],0.567333333333
[ 62  44 149 120  38],0.559333333333
[149 130 135 148  37],0.586666666667
[ 82  44  72  47 143],0.565333333333
[ 83  46 138 138  13],0.566666666667
[ 72 142 143 132 125],0.566666666667
[ 73 131 138  59  29],0.572
[ 86   8 135 128 149],0.585333333333
[ 29  55 136  24 144],0.566666666667
[ 14 130 136 140  82],0.592666666667
[124 133 139  86  79],0.582666666667
[ 82  72 132  88  13],0.584666666667
[149 130  75 124 128],0.598
[105 132 115 127 131],0.522
[ 83  72 133 134  75],0.593333333333
[143  86  78 134  46],0.588
[ 15 130 131 138 147],0.562666666667
[146 124 131  58  80],0.550666666667
[ 60 133  38  90  31],0.572
[146  44 140 127  18],0.557333333333
[145   8  72 144  14],0.573333333333
[ 73 135 138 133  81],0.567333333333
[132  51  36 120  31],0.6
[116 132  72 127  34],0.576
[147  55 136 129 132],0.578
[127 132 131 119  15],0.566666666667
[ 28 129   1 129  35],0.554666666667
[128 131 140 145  10],0.579333333333
[144 130 135 137  79],0.602666666667
[146 131 127 145  35],0.589333333333
[ 78 132  72 121  80],0.588
[127 140  40  86 119],0.548666666667
[ 78  50 141  60  33],0.552
[ 16 127 140 138  35],0.511333333333
[  0 130 140 139 136],0.583333333333
[129  40  77 145 139],0.594666666667
[145  20 135 141 130],0.584
[ 70 136 132  72  88],0.566666666667
[147 130  73 132  70],0.58
[134 143  29 124 127],0.543333333333
[ 14 118 138  86  34],0.548666666667
[128 130 140 145  30],0.578666666667
[ 60  55 130  85  77],0.593333333333
[105 129  29 137 130],0.58
[ 14  70 129  11  46],0.551333333333
[ 14 130 135 138 146],0.548666666667
[  5 124  77 131 131],0.586666666667
[ 86  55 135 125 149],0.57
[ 73  76 112  84  16],0.513333333333
[ 86   8  75 139 136],0.556666666667
[  0  55  77 138  19],0.583333333333
[149 131  68  14  75],0.576
[ 12  70 131 132 132],0.576
[147 142  73  84  39],0.580666666667
[148  54  78 143  76],0.559333333333
[ 35 132  72 138  76],0.587333333333
[ 86  73  77 136  34],0.573333333333
[ 14  72  69 142  22],0.558
[ 79 131 137 124  88],0.568
[ 78  72 133 120  32],0.602
[105 132  36 134  75],0.6
[ 33 129 136  14  29],0.553333333333
[147 130  72 141 124],0.58
[ 12 130  77 120 121],0.588666666667
[ 99 131 141  12  24],0.554666666667
[ 79  46  29 124  78],0.529333333333
[ 12  79   1 138  12],0.576
[ 70 136 133 147  75],0.584666666667
[ 29 121  42  49 132],0.583333333333
[132  70 132  90 142],0.577333333333
[108  46 127 145  79],0.579333333333
[ 27 129 143 127 121],0.544
[108  20  70 125 129],0.55
[ 83  70 138 127 142],0.556666666667
[ 83  76  72 128  15],0.566666666667
[127  70  40 132 144],0.583333333333
[ 72 131  68 131   6],0.568666666667
[ 14 126 143 135  77],0.582
[108 132 127 142  13],0.561333333333
[134 140 109 131  11],0.539333333333
[ 11 133   1  74  32],0.584666666667
[ 26 131 135 121  17],0.564666666667
[ 27 129 115 131 125],0.568
[ 85  55 130 142  73],0.584
[104 130  34 141 140],0.582
[ 27  90  73 121 129],0.553333333333
[ 27 129 135 141 125],0.556666666667
[ 28 141 131  90  36],0.572
[71 44 75 60 75],0.548
[146 125  36 126 142],0.575333333333
[ 28  55  27 134 140],0.543333333333
[ 77  72  34 126 139],0.567333333333
[ 86 129  25 121 120],0.532
[ 97 124  77  86  80],0.516666666667
[ 13  19  34 130  81],0.590666666667
[145 132   0 127  31],0.600666666667
[ 15   8 140 127  14],0.53
[ 11 139 138 132  35],0.586666666667
[ 30  53 148  67  81],0.572
[ 13  86 140 141  46],0.546666666667
[143 127  78 138  35],0.576666666667
[ 81 131 136 127  39],0.580666666667
[148 142  73  82  24],0.586666666667
[141 131 131  88  34],0.564
[127 120 135 123  79],0.603333333333
[ 97  72 137 138 140],0.551333333333
[131  20  77 142 128],0.578666666667
[94 53 75 90 77],0.528
[ 28 141 135 129  34],0.563333333333
[ 12  81  29 137 128],0.565333333333
[149 130 135 149  73],0.593333333333
[ 32  43 132  36  22],0.598
[105 126 135 121  36],0.560666666667
[ 32 132  28 138  77],0.586666666667
[ 60 133  74 138  31],0.574666666667
[143 133 106  35 126],0.588
[ 11 139 148  48 105],0.586
[16 51 70 86 14],0.508
[133 129  28 121  34],0.574
[103 133  34 128  34],0.560666666667
[ 29   8 136 120 144],0.564
[123  51  36 128  15],0.522
[147 132  72 128  17],0.561333333333
[149 130  79  90  80],0.610666666667
[ 13 130 130 145  33],0.588
[ 32 133 117  35  31],0.578666666667
[130 141  74 138  34],0.6
[ 94 124  77 136  81],0.552
[ 62  55  75 139 142],0.554
[146 127 130 133 143],0.541333333333
[  9 132 132 123 132],0.559333333333
[ 95 132 129 125  88],0.536
[ 14  90  69 124  84],0.524666666667
